id,flock,year,sex,birth_type,dam_age,cg,wwt,fat,fec,nlb1,lambing1_year
W2200629,F1,2022,F,2,1,F1-2022-F,17.32,2.24,NA,NA,NA
W2200630,F2,2022,F,1,1,F2-2022-F,32.55,3.27,4.06,NA,NA
W2200631,F1,2022,F,2,1,F1-2022-F,20.29,2.71,7.538,NA,NA
M2200632,F1,2022,M,2,1,F1-2022-M,24.21,2.82,4.997,NA,NA
W2200633,F2,2022,F,2,1,F2-2022-F,30.3,NA,NA,NA,NA
W2200634,F2,2022,F,2,1,F2-2022-F,30.44,2.99,NA,NA,NA
W2200635,F1,2022,F,1,1,F1-2022-F,26.18,NA,3.679,NA,NA
W2200636,F1,2022,F,2,1,F1-2022-F,310.4,3.03,NA,NA,NA
W2200637,F1,2022,F,2,1,F1-2022-F,27.58,3.34,NA,NA,NA
M2200638,F1,2022,M,2,1,F1-2022-M,30.58,NA,NA,NA,NA
M2200639,F1,2022,M,2,1,F1-2022-M,30.34,NA,NA,NA,NA
W2200640,F2,2022,F,1,1,F2-2022-F,40.75,4.58,NA,1,F2-2023
M2200641,F1,2022,M,1,1,F1-2022-M,27.17,1.43,6.321,NA,NA
W2200642,F1,2022,F,2,1,F1-2022-F,27.09,NA,5.804,NA,NA
M2200643,F1,2022,M,2,1,F1-2022-M,25.62,2.19,4.096,NA,NA
M2200644,F2,2022,M,2,1,F2-2022-M,31.59,NA,NA,NA,NA
W2200645,F2,2022,F,2,1,F2-2022-F,26.65,1.72,NA,NA,NA
M2200646,F2,2022,M,1,1,F2-2022-M,34.92,2.56,NA,NA,NA
W2300647,F1,2023,F,1,2-5,F1-2023-F,28.83,2.97,3.796,NA,NA
W2300648,F2,2023,F,2,2-5,F2-2023-F,32.01,2.53,6.857,NA,NA
W2300649,F2,2023,F,2,2-5,F2-2023-F,31.98,3.09,6.833,1,F2-2024
W2300650,F1,2023,F,2,2-5,F1-2023-F,28.07,NA,NA,NA,NA
M2300651,F1,2023,M,2,2-5,F1-2023-M,23.71,3.29,NA,NA,NA
M2300652,F2,2023,M,3,2-5,F2-2023-M,26.5,2.58,5.835,NA,NA
W2300653,F2,2023,F,3,2-5,F2-2023-F,27.39,4.01,7.159,NA,NA
W2300654,F2,2023,F,3,2-5,F2-2023-F,30.53,NA,NA,NA,NA
M2300655,F2,2023,M,1,2-5,F2-2023-M,30.57,NA,7.307,NA,NA
W2300656,F1,2023,F,1,2-5,F1-2023-F,41.47,NA,6.578,NA,NA
M2300657,F2,2023,M,1,2-5,F2-2023-M,29.59,1.39,NA,NA,NA
M2300658,F2,2023,M,3,2-5,F2-2023-M,37.47,NA,NA,NA,NA
W2300659,F2,2023,F,3,2-5,F2-2023-F,27.9,2.95,5.524,NA,NA
M2300660,F2,2023,M,3,2-5,F2-2023-M,30.79,1.97,5.695,NA,NA
W2300661,F1,2023,F,2,2-5,F1-2023-F,29.99,2.01,NA,1,F1-2024
W2300662,F1,2023,F,2,2-5,F1-2023-F,36.0,2.38,4.081,NA,NA
M2300663,F2,2023,M,2,2-5,F2-2023-M,37.12,3.19,NA,NA,NA
M2300664,F2,2023,M,2,2-5,F2-2023-M,27.03,2.74,NA,NA,NA
W2300665,F2,2023,F,2,2-5,F2-2023-F,26.33,2.9,NA,NA,NA
M2300666,F2,2023,M,2,2-5,F2-2023-M,29.5,2.69,NA,NA,NA
W2300667,F2,2023,F,2,2-5,F2-2023-F,31.5,2.0,NA,NA,NA
M2300668,F2,2023,M,2,2-5,F2-2023-M,36.78,NA,6.327,NA,NA
W2300669,F1,2023,F,1,2-5,F1-2023-F,29.9,3.4,NA,NA,NA
M2300670,F2,2023,M,2,2-5,F2-2023-M,25.96,1.3,NA,NA,NA
M2300671,F2,2023,M,2,2-5,F2-2023-M,29.95,NA,3.695,NA,NA
W2300672,F1,2023,F,1,2-5,F1-2023-F,37.75,4.75,NA,NA,NA
W2300673,F2,2023,F,1,2-5,F2-2023-F,33.83,4.04,NA,2,F2-2024
W2300674,F2,2023,F,2,2-5,F2-2023-F,28.29,2.31,NA,2,F2-2024
M2300675,F2,2023,M,2,2-5,F2-2023-M,33.6,1.81,7.342,NA,NA
M2300676,F1,2023,M,1,2-5,F1-2023-M,29.99,3.89,NA,NA,NA
M2300677,F2,2023,M,1,2-5,F2-2023-M,34.63,2.43,NA,NA,NA
W2300678,F2,2023,F,1,2-5,F2-2023-F,33.3,1.35,NA,NA,NA
W2300679,F2,2023,F,2,2-5,F2-2023-F,30.01,3.45,6.753,1,F2-2024
W2300680,F2,2023,F,2,2-5,F2-2023-F,26.48,NA,6.592,NA,NA
M2300681,F1,2023,M,1,2-5,F1-2023-M,26.16,3.98,5.787,NA,NA
W2300682,F1,2023,F,1,2-5,F1-2023-F,28.8,3.07,NA,1,F1-2024
M2300683,F2,2023,M,1,2-5,F2-2023-M,38.94,2.92,4.169,NA,NA
W2300684,F2,2023,F,1,2-5,F2-2023-F,34.27,NA,NA,1,F2-2024
W2300685,F1,2023,F,2,2-5,F1-2023-F,28.63,2.46,6.212,2,F1-2024
M2300686,F1,2023,M,2,2-5,F1-2023-M,28.46,NA,6.826,NA,NA
M2300687,F1,2023,M,2,2-5,F1-2023-M,22.04,NA,4.888,NA,NA
M2300688,F1,2023,M,2,2-5,F1-2023-M,22.2,NA,NA,NA,NA
W2300689,F2,2023,F,3,2-5,F2-2023-F,29.52,NA,NA,NA,NA
M2300690,F2,2023,M,3,2-5,F2-2023-M,30.41,0.97,6.25,NA,NA
M2300691,F2,2023,M,3,2-5,F2-2023-M,28.33,0.96,NA,NA,NA
W2300692,F1,2023,F,2,2-5,F1-2023-F,24.1,NA,4.798,NA,NA
W2300693,F1,2023,F,2,2-5,F1-2023-F,27.7,NA,6.638,NA,NA
W2300694,F2,2023,F,1,2-5,F2-2023-F,34.61,0.86,6.019,NA,NA
M2300695,F1,2023,M,2,2-5,F1-2023-M,28.88,NA,4.861,NA,NA
W2300696,F1,2023,F,2,2-5,F1-2023-F,24.24,NA,6.209,NA,NA
W2300697,F2,2023,F,1,2-5,F2-2023-F,32.76,4.04,NA,NA,NA
W2300698,F1,2023,F,2,2-5,F1-2023-F,29.41,NA,5.547,NA,NA
W2300699,F1,2023,F,2,2-5,F1-2023-F,17.33,3.85,5.6,NA,NA
M2300700,F2,2023,M,2,2-5,F2-2023-M,33.82,NA,5.524,NA,NA
M2300701,F2,2023,M,2,2-5,F2-2023-M,32.16,NA,6.179,NA,NA
W2300702,F1,2023,F,1,2-5,F1-2023-F,27.89,4.19,5.339,NA,NA
M2300703,F2,2023,M,1,2-5,F2-2023-M,32.29,NA,NA,NA,NA
M2300704,F1,2023,M,2,2-5,F1-2023-M,25.34,NA,NA,NA,NA
W2300705,F1,2023,F,2,2-5,F1-2023-F,34.31,NA,NA,2,F1-2024
M2300706,F1,2023,M,2,2-5,F1-2023-M,29.38,NA,NA,NA,NA
M2300707,F1,2023,M,2,2-5,F1-2023-M,23.25,2.76,NA,NA,NA
W2300708,F1,2023,F,1,2-5,F1-2023-F,33.3,NA,NA,NA,NA
M2300709,F2,2023,M,1,2-5,F2-2023-M,41.03,NA,NA,NA,NA
W2300710,F2,2023,F,2,2-5,F2-2023-F,31.63,NA,NA,NA,NA
M2300711,F2,2023,M,2,2-5,F2-2023-M,28.6,NA,NA,NA,NA
W2300712,F1,2023,F,2,2-5,F1-2023-F,26.19,NA,NA,NA,NA
M2300713,F1,2023,M,2,2-5,F1-2023-M,21.53,NA,NA,NA,NA
M2300714,F2,2023,M,2,2-5,F2-2023-M,37.59,3.42,6.451,NA,NA
M2300715,F2,2023,M,2,2-5,F2-2023-M,42.36,NA,NA,NA,NA
M2300716,F1,2023,M,2,2-5,F1-2023-M,31.32,1.97,6.706,NA,NA
M2300717,F1,2023,M,2,2-5,F1-2023-M,26.06,1.98,NA,NA,NA
M2300718,F2,2023,M,1,2-5,F2-2023-M,33.33,4.43,5.177,NA,NA
M2300719,F1,2023,M,1,2-5,F1-2023-M,27.06,1.66,5.725,NA,NA
W2300720,F2,2023,F,1,2-5,F2-2023-F,37.09,NA,NA,NA,NA
M2300721,F1,2023,M,2,2-5,F1-2023-M,25.63,1.33,NA,NA,NA
M2300722,F1,2023,M,2,2-5,F1-2023-M,25.85,NA,5.984,NA,NA
W2300723,F1,2023,F,1,2-5,F1-2023-F,29.25,NA,NA,NA,NA
M2300724,F2,2023,M,1,2-5,F2-2023-M,41.61,3.35,NA,NA,NA
W2300725,F1,2023,F,3,2-5,F1-2023-F,25.2,3.4,7.528,NA,NA
M2300726,F1,2023,M,3,2-5,F1-2023-M,22.75,1.09,6.223,NA,NA
M2300727,F1,2023,M,3,2-5,F1-2023-M,25.69,NA,NA,NA,NA
M2300728,F2,2023,M,2,2-5,F2-2023-M,36.25,NA,8.799,NA,NA
M2300729,F2,2023,M,2,2-5,F2-2023-M,33.87,1.91,NA,NA,NA
W2300730,F1,2023,F,2,2-5,F1-2023-F,30.5,3.54,NA,NA,NA
M2300731,F1,2023,M,2,2-5,F1-2023-M,31.38,NA,5.864,NA,NA
M2300732,F2,2023,M,2,2-5,F2-2023-M,33.36,1.62,4.947,NA,NA
M2300733,F2,2023,M,2,2-5,F2-2023-M,33.2,0.35,NA,NA,NA
M2300734,F2,2023,M,1,2-5,F2-2023-M,30.71,NA,NA,NA,NA
M2300735,F1,2023,M,1,2-5,F1-2023-M,27.87,NA,NA,NA,NA
W2300736,F1,2023,F,1,2-5,F1-2023-F,32.82,NA,5.975,NA,NA
M2300737,F1,2023,M,1,2-5,F1-2023-M,33.83,NA,NA,NA,NA
W2300738,F2,2023,F,1,2-5,F2-2023-F,30.67,NA,6.312,1,F2-2024
W2300739,F1,2023,F,2,2-5,F1-2023-F,36.63,3.16,6.548,1,F1-2024
M2300740,F1,2023,M,2,2-5,F1-2023-M,26.87,3.62,5.31,NA,NA
W2300741,F1,2023,F,1,2-5,F1-2023-F,27.14,NA,NA,2,F1-2024
W2300742,F2,2023,F,2,2-5,F2-2023-F,27.52,NA,NA,2,F2-2024
M2300743,F2,2023,M,2,2-5,F2-2023-M,35.02,2.25,NA,NA,NA
M2300744,F1,2023,M,3,2-5,F1-2023-M,21.84,2.88,4.735,NA,NA
M2300745,F1,2023,M,3,2-5,F1-2023-M,24.88,NA,NA,NA,NA
W2300746,F1,2023,F,3,2-5,F1-2023-F,25.38,3.71,6.233,NA,NA
M2300747,F1,2023,M,2,2-5,F1-2023-M,23.19,1.87,7.434,NA,NA
W2300748,F1,2023,F,2,2-5,F1-2023-F,27.35,4.23,NA,1,F1-2024
W2300749,F2,2023,F,1,2-5,F2-2023-F,32.92,4.56,6.961,3,F2-2024
M2300750,F1,2023,M,3,2-5,F1-2023-M,33.01,NA,NA,NA,NA
W2300751,F1,2023,F,3,2-5,F1-2023-F,19.79,NA,NA,1,F1-2024
M2300752,F1,2023,M,3,2-5,F1-2023-M,22.48,NA,5.558,NA,NA
W2300753,F2,2023,F,2,2-5,F2-2023-F,38.59,5.15,NA,NA,NA
M2300754,F2,2023,M,2,2-5,F2-2023-M,32.48,1.77,NA,NA,NA
M2300755,F2,2023,M,2,2-5,F2-2023-M,27.85,NA,5.419,NA,NA
M2300756,F2,2023,M,2,2-5,F2-2023-M,33.6,NA,6.114,NA,NA
M2300757,F2,2023,M,2,2-5,F2-2023-M,33.03,2.85,6.941,NA,NA
W2300758,F2,2023,F,2,2-5,F2-2023-F,30.59,NA,7.087,NA,NA
M2300759,F1,2023,M,2,2-5,F1-2023-M,23.73,NA,NA,NA,NA
W2300760,F1,2023,F,2,2-5,F1-2023-F,34.06,4.6,6.099,NA,NA
M2300761,F2,2023,M,2,2-5,F2-2023-M,36.34,NA,5.254,NA,NA
W2300762,F2,2023,F,2,2-5,F2-2023-F,28.74,NA,NA,NA,NA
M2300763,F1,2023,M,2,2-5,F1-2023-M,26.4,NA,NA,NA,NA
M2300764,F1,2023,M,2,2-5,F1-2023-M,26.1,3.43,4.689,NA,NA
W2300765,F2,2023,F,2,2-5,F2-2023-F,26.15,NA,NA,2,F2-2024
M2300766,F2,2023,M,2,2-5,F2-2023-M,26.59,1.41,NA,NA,NA
M2300767,F1,2023,M,1,2-5,F1-2023-M,21.61,0.84,NA,NA,NA
W2300768,F2,2023,F,2,2-5,F2-2023-F,30.64,2.34,7.842,NA,NA
M2300769,F2,2023,M,2,2-5,F2-2023-M,26.66,1.14,4.796,NA,NA
M2300770,F1,2023,M,1,2-5,F1-2023-M,29.5,2.26,NA,NA,NA
M2300771,F1,2023,M,1,2-5,F1-2023-M,25.58,2.66,NA,NA,NA
M2300772,F2,2023,M,1,2-5,F2-2023-M,37.15,NA,NA,NA,NA
M2300773,F1,2023,M,1,2-5,F1-2023-M,39.08,NA,4.111,NA,NA
W2300774,F1,2023,F,1,2-5,F1-2023-F,31.08,3.61,4.365,NA,NA
M2300775,F2,2023,M,2,2-5,F2-2023-M,32.44,NA,6.785,NA,NA
W2300776,F2,2023,F,2,2-5,F2-2023-F,30.82,NA,6.482,2,F2-2024
M2300777,F1,2023,M,3,2-5,F1-2023-M,24.02,1.9,4.561,NA,NA
W2300778,F1,2023,F,3,2-5,F1-2023-F,23.28,2.64,4.904,1,F1-2024
W2300779,F1,2023,F,3,2-5,F1-2023-F,18.84,NA,6.183,NA,NA
M2300780,F1,2023,M,3,2-5,F1-2023-M,27.34,NA,NA,NA,NA
M2300781,F1,2023,M,3,2-5,F1-2023-M,21.83,1.83,NA,NA,NA
W2300782,F1,2023,F,3,2-5,F1-2023-F,27.29,NA,NA,NA,NA
W2300783,F2,2023,F,1,2-5,F2-2023-F,39.0,NA,NA,NA,NA
W2300784,F1,2023,F,2,2-5,F1-2023-F,29.32,NA,5.514,NA,NA
M2300785,F1,2023,M,2,2-5,F1-2023-M,24.77,NA,NA,NA,NA
W2300786,F2,2023,F,2,2-5,F2-2023-F,31.54,NA,7.311,2,F2-2024
M2300787,F2,2023,M,2,2-5,F2-2023-M,38.47,NA,6.684,NA,NA
W2300788,F1,2023,F,2,2-5,F1-2023-F,31.15,2.02,NA,2,F1-2024
W2300789,F1,2023,F,2,2-5,F1-2023-F,24.86,1.52,NA,NA,NA
W2300790,F2,2023,F,1,2-5,F2-2023-F,31.23,2.71,NA,1,F2-2024
W2300791,F2,2023,F,2,2-5,F2-2023-F,30.35,4.77,NA,1,F2-2024
M2300792,F2,2023,M,2,2-5,F2-2023-M,31.05,2.51,6.284,NA,NA
W2300793,F1,2023,F,2,2-5,F1-2023-F,21.66,3.4,4.703,NA,NA
M2300794,F1,2023,M,2,2-5,F1-2023-M,35.8,4.51,6.216,NA,NA
W2300795,F2,2023,F,1,2-5,F2-2023-F,31.49,2.65,7.19,NA,NA
M2300796,F1,2023,M,3,2-5,F1-2023-M,27.78,1.79,7.227,NA,NA
M2300797,F1,2023,M,3,2-5,F1-2023-M,23.44,0.52,NA,NA,NA
W2300798,F1,2023,F,3,2-5,F1-2023-F,31.43,2.55,NA,NA,NA
W2300799,F2,2023,F,1,2-5,F2-2023-F,34.25,2.28,NA,NA,NA
M2300800,F1,2023,M,1,2-5,F1-2023-M,22.22,NA,8.015,NA,NA
W2300801,F2,2023,F,2,2-5,F2-2023-F,32.33,NA,7.198,1,F2-2024
W2300802,F2,2023,F,2,2-5,F2-2023-F,34.56,3.36,5.893,1,F2-2024
M2300803,F1,2023,M,2,2-5,F1-2023-M,26.42,NA,4.903,NA,NA
W2300804,F1,2023,F,2,2-5,F1-2023-F,27.46,3.69,NA,NA,NA
M2300805,F2,2023,M,1,2-5,F2-2023-M,39.14,3.21,5.633,NA,NA
M2300806,F2,2023,M,2,2-5,F2-2023-M,35.05,NA,4.962,NA,NA
W2300807,F2,2023,F,2,2-5,F2-2023-F,32.44,2.59,NA,2,F2-2024
M2300808,F1,2023,M,2,2-5,F1-2023-M,24.18,0.33,NA,NA,NA
M2300809,F1,2023,M,2,2-5,F1-2023-M,20.33,2.06,NA,NA,NA
M2300810,F2,2023,M,2,2-5,F2-2023-M,27.07,NA,6.262,NA,NA
W2300811,F2,2023,F,2,2-5,F2-2023-F,28.13,NA,5.202,NA,NA
W2300812,F2,2023,F,2,2-5,F2-2023-F,29.04,1.9,NA,NA,NA
W2300813,F2,2023,F,2,2-5,F2-2023-F,27.09,2.93,NA,2,F2-2024
M2300814,F1,2023,M,2,2-5,F1-2023-M,30.41,2.95,NA,NA,NA
M2300815,F1,2023,M,2,2-5,F1-2023-M,22.32,2.74,NA,NA,NA
M2300816,F2,2023,M,1,2-5,F2-2023-M,26.21,2.07,NA,NA,NA
W2300817,F1,2023,F,2,2-5,F1-2023-F,26.35,3.76,NA,NA,NA
M2300818,F1,2023,M,2,2-5,F1-2023-M,18.91,1.54,7.18,NA,NA
M2300819,F2,2023,M,3,2-5,F2-2023-M,21.19,NA,NA,NA,NA
M2300820,F2,2023,M,3,2-5,F2-2023-M,34.04,3.24,7.477,NA,NA
M2300821,F2,2023,M,3,2-5,F2-2023-M,19.61,NA,5.002,NA,NA
W2300822,F2,2023,F,2,2-5,F2-2023-F,27.14,1.77,NA,NA,NA
M2300823,F2,2023,M,2,2-5,F2-2023-M,32.92,3.13,NA,NA,NA
M2300824,F1,2023,M,1,2-5,F1-2023-M,29.77,2.96,NA,NA,NA
W2300825,F2,2023,F,2,2-5,F2-2023-F,32.97,NA,NA,NA,NA
M2300826,F2,2023,M,2,2-5,F2-2023-M,39.27,3.1,NA,NA,NA
M2300827,F1,2023,M,3,2-5,F1-2023-M,33.65,3.3,5.173,NA,NA
M2300828,F1,2023,M,3,2-5,F1-2023-M,25.24,NA,NA,NA,NA
W2300829,F1,2023,F,3,2-5,F1-2023-F,31.49,NA,NA,NA,NA
W2300830,F2,2023,F,2,2-5,F2-2023-F,28.56,NA,8.111,3,F2-2024
W2300831,F2,2023,F,2,2-5,F2-2023-F,27.34,NA,NA,2,F2-2024
W2300832,F1,2023,F,1,2-5,F1-2023-F,35.3,5.14,NA,NA,NA
M2300833,F1,2023,M,2,2-5,F1-2023-M,26.17,NA,5.196,NA,NA
M2300834,F1,2023,M,2,2-5,F1-2023-M,29.89,3.33,NA,NA,NA
M2300835,F2,2023,M,2,2-5,F2-2023-M,37.77,1.55,6.046,NA,NA
W2300836,F2,2023,F,2,2-5,F2-2023-F,31.04,NA,NA,NA,NA
W2300837,F2,2023,F,2,2-5,F2-2023-F,32.89,NA,5.032,NA,NA
M2300838,F2,2023,M,2,2-5,F2-2023-M,33.48,2.54,3.905,NA,NA
W2300839,F1,2023,F,3,2-5,F1-2023-F,20.0,NA,7.228,NA,NA
W2300840,F1,2023,F,3,2-5,F1-2023-F,32.64,3.81,7.358,NA,NA
W2300841,F1,2023,F,3,2-5,F1-2023-F,29.14,2.18,7.402,NA,NA
W2300842,F2,2023,F,2,2-5,F2-2023-F,25.81,2.91,6.326,NA,NA
W2300843,F2,2023,F,2,2-5,F2-2023-F,31.57,2.47,5.664,3,F2-2024
M2300844,F1,2023,M,1,2-5,F1-2023-M,24.68,3.15,6.371,NA,NA
M2300845,F1,2023,M,2,2-5,F1-2023-M,28.19,2.81,NA,NA,NA
M2300846,F1,2023,M,2,2-5,F1-2023-M,36.9,NA,7.956,NA,NA
M2300847,F2,2023,M,1,2-5,F2-2023-M,37.71,3.45,NA,NA,NA
M2300848,F1,2023,M,2,2-5,F1-2023-M,24.03,NA,6.684,NA,NA
M2300849,F1,2023,M,2,2-5,F1-2023-M,26.65,NA,6.025,NA,NA
M2300850,F1,2023,M,2,2-5,F1-2023-M,24.83,3.39,5.54,NA,NA
M2300851,F1,2023,M,2,2-5,F1-2023-M,26.52,NA,6.649,NA,NA
M2300852,F2,2023,M,2,2-5,F2-2023-M,21.07,NA,4.336,NA,NA
M2300853,F2,2023,M,2,2-5,F2-2023-M,36.16,NA,NA,NA,NA
M2300854,F1,2023,M,2,2-5,F1-2023-M,21.55,NA,NA,NA,NA
M2300855,F1,2023,M,2,2-5,F1-2023-M,23.04,2.62,6.19,NA,NA
M2300856,F2,2023,M,2,2-5,F2-2023-M,33.11,2.33,7.627,NA,NA
M2300857,F2,2023,M,2,2-5,F2-2023-M,39.05,NA,6.565,NA,NA
W2300858,F1,2023,F,2,2-5,F1-2023-F,23.18,NA,8.63,2,F1-2024
M2300859,F1,2023,M,2,2-5,F1-2023-M,29.08,3.35,6.494,NA,NA
M2300860,F2,2023,M,3,2-5,F2-2023-M,34.05,2.98,5.359,NA,NA
M2300861,F2,2023,M,3,2-5,F2-2023-M,28.91,2.06,NA,NA,NA
W2300862,F2,2023,F,3,2-5,F2-2023-F,29.67,NA,7.162,NA,NA
M2300863,F1,2023,M,1,2-5,F1-2023-M,31.38,NA,NA,NA,NA
M2300864,F2,2023,M,1,2-5,F2-2023-M,31.05,NA,7.237,NA,NA
M2300865,F1,2023,M,1,2-5,F1-2023-M,21.47,NA,NA,NA,NA
W2300866,F1,2023,F,1,2-5,F1-2023-F,30.15,4.05,6.763,NA,NA
W2300867,F2,2023,F,1,2-5,F2-2023-F,33.01,NA,NA,NA,NA
W2300868,F1,2023,F,2,2-5,F1-2023-F,22.23,NA,NA,NA,NA
W2300869,F1,2023,F,2,2-5,F1-2023-F,32.83,3.5,NA,NA,NA
W2300870,F1,2023,F,3,2-5,F1-2023-F,30.59,4.26,6.95,NA,NA
M2300871,F1,2023,M,3,2-5,F1-2023-M,26.62,1.81,NA,NA,NA
W2300872,F1,2023,F,3,2-5,F1-2023-F,18.81,3.91,NA,1,F1-2024
M2300873,F2,2023,M,1,2-5,F2-2023-M,38.36,2.83,NA,NA,NA
W2300874,F1,2023,F,1,2-5,F1-2023-F,33.75,4.06,NA,2,F1-2024
W2300875,F2,2023,F,2,2-5,F2-2023-F,32.84,1.69,NA,NA,NA
W2300876,F2,2023,F,2,2-5,F2-2023-F,32.55,2.8,NA,NA,NA
W2300877,F1,2023,F,1,2-5,F1-2023-F,36.28,5.42,NA,NA,NA
W2300878,F2,2023,F,2,2-5,F2-2023-F,30.59,2.29,NA,NA,NA
W2300879,F2,2023,F,2,2-5,F2-2023-F,25.86,2.56,NA,NA,NA
M2300880,F1,2023,M,1,2-5,F1-2023-M,28.2,1.83,6.101,NA,NA
M2300881,F2,2023,M,1,2-5,F2-2023-M,35.35,NA,7.907,NA,NA
W2300882,F1,2023,F,1,2-5,F1-2023-F,31.43,4.33,5.543,NA,NA
M2300883,F2,2023,M,2,2-5,F2-2023-M,36.86,0.95,NA,NA,NA
W2300884,F2,2023,F,2,2-5,F2-2023-F,26.73,1.94,5.651,2,F2-2024
M2300885,F1,2023,M,1,2-5,F1-2023-M,32.9,NA,NA,NA,NA
W2300886,F1,2023,F,2,2-5,F1-2023-F,28.92,3.0,4.885,3,F1-2024
M2300887,F1,2023,M,2,2-5,F1-2023-M,25.01,NA,7.183,NA,NA
M2300888,F2,2023,M,1,2-5,F2-2023-M,38.13,NA,NA,NA,NA
M2300889,F2,2023,M,1,2-5,F2-2023-M,40.22,NA,6.134,NA,NA
M2300890,F2,2023,M,2,2-5,F2-2023-M,31.35,0.59,3.951,NA,NA
M2300891,F2,2023,M,2,2-5,F2-2023-M,37.19,1.43,6.169,NA,NA
M2300892,F1,2023,M,3,2-5,F1-2023-M,19.91,NA,NA,NA,NA
W2300893,F1,2023,F,3,2-5,F1-2023-F,26.98,3.66,NA,NA,NA
W2300894,F1,2023,F,3,2-5,F1-2023-F,31.19,3.62,5.127,2,F1-2024
W2300895,F2,2023,F,2,2-5,F2-2023-F,29.72,2.9,6.504,2,F2-2024
W2300896,F2,2023,F,2,2-5,F2-2023-F,23.8,NA,6.597,1,F2-2024
M2300897,F1,2023,M,1,2-5,F1-2023-M,27.56,1.4,5.594,NA,NA
M2300898,F1,2023,M,2,2-5,F1-2023-M,31.43,NA,5.114,NA,NA
W2300899,F1,2023,F,2,2-5,F1-2023-F,32.6,2.3,5.668,NA,NA
M2300900,F1,2023,M,3,2-5,F1-2023-M,24.24,NA,6.266,NA,NA
W2300901,F1,2023,F,3,2-5,F1-2023-F,21.69,NA,7.047,1,F1-2024
M2300902,F1,2023,M,3,2-5,F1-2023-M,25.94,NA,NA,NA,NA
W2300903,F2,2023,F,1,2-5,F2-2023-F,33.31,1.46,NA,NA,NA
W2300904,F1,2023,F,2,2-5,F1-2023-F,28.56,2.96,NA,NA,NA
M2300905,F1,2023,M,2,2-5,F1-2023-M,24.31,3.58,6.802,NA,NA
W2300906,F2,2023,F,1,2-5,F2-2023-F,38.36,3.05,NA,NA,NA
M2300907,F2,2023,M,1,2-5,F2-2023-M,39.79,NA,4.816,NA,NA
M2300908,F2,2023,M,1,2-5,F2-2023-M,35.9,NA,6.272,NA,NA
W2300909,F2,2023,F,1,2-5,F2-2023-F,34.52,2.49,5.786,2,F2-2024
M2300910,F2,2023,M,1,2-5,F2-2023-M,37.42,3.08,6.98,NA,NA
W2300911,F1,2023,F,2,2-5,F1-2023-F,28.71,3.31,7.475,NA,NA
M2300912,F1,2023,M,2,2-5,F1-2023-M,24.53,3.57,NA,NA,NA
W2300913,F1,2023,F,2,2-5,F1-2023-F,26.29,1.98,NA,2,F1-2024
M2300914,F1,2023,M,2,2-5,F1-2023-M,25.55,NA,6.553,NA,NA
M2300915,F2,2023,M,2,2-5,F2-2023-M,27.92,1.31,NA,NA,NA
M2300916,F2,2023,M,2,2-5,F2-2023-M,33.16,1.24,NA,NA,NA
M2300917,F2,2023,M,2,2-5,F2-2023-M,28.72,1.78,6.857,NA,NA
M2300918,F2,2023,M,2,2-5,F2-2023-M,34.24,NA,NA,NA,NA
W2300919,F1,2023,F,1,2-5,F1-2023-F,22.55,4.26,NA,1,F1-2024
M2300920,F1,2023,M,1,2-5,F1-2023-M,32.37,2.51,NA,NA,NA
M2300921,F1,2023,M,2,2-5,F1-2023-M,24.7,NA,7.168,NA,NA
W2300922,F1,2023,F,2,2-5,F1-2023-F,34.59,3.98,NA,NA,NA
W2300923,F2,2023,F,1,2-5,F2-2023-F,36.4,NA,5.679,2,F2-2024
M2300924,F1,2023,M,2,2-5,F1-2023-M,26.36,0.85,7.67,NA,NA
W2300925,F1,2023,F,2,2-5,F1-2023-F,28.15,3.46,5.203,NA,NA
W2300926,F2,2023,F,1,2-5,F2-2023-F,34.29,NA,NA,2,F2-2024
W2300927,F2,2023,F,1,2-5,F2-2023-F,36.83,3.83,6.446,NA,NA
W2300928,F1,2023,F,2,2-5,F1-2023-F,25.91,NA,3.91,NA,NA
M2300929,F1,2023,M,2,2-5,F1-2023-M,28.38,2.3,NA,NA,NA
W2300930,F1,2023,F,1,2-5,F1-2023-F,29.11,NA,6.532,1,F1-2024
W2300931,F2,2023,F,1,2-5,F2-2023-F,32.0,NA,5.256,1,F2-2024
M2300932,F2,2023,M,1,2-5,F2-2023-M,30.09,NA,NA,NA,NA
W2300933,F1,2023,F,2,2-5,F1-2023-F,30.84,3.88,NA,3,F1-2024
M2300934,F1,2023,M,2,2-5,F1-2023-M,26.99,NA,NA,NA,NA
M2300935,F2,2023,M,2,2-5,F2-2023-M,28.66,NA,6.117,NA,NA
W2300936,F2,2023,F,2,2-5,F2-2023-F,31.12,3.65,NA,NA,NA
W2300937,F2,2023,F,1,2-5,F2-2023-F,36.45,NA,7.698,1,F2-2024
M2300938,F2,2023,M,2,2-5,F2-2023-M,30.23,2.59,7.098,NA,NA
M2300939,F2,2023,M,2,2-5,F2-2023-M,39.3,NA,4.719,NA,NA
M2300940,F1,2023,M,2,2-5,F1-2023-M,25.53,2.87,5.904,NA,NA
W2300941,F1,2023,F,2,2-5,F1-2023-F,23.61,2.02,4.58,NA,NA
M2300942,F2,2023,M,1,2-5,F2-2023-M,42.21,NA,5.374,NA,NA
W2300943,F2,2023,F,1,2-5,F2-2023-F,34.29,NA,7.453,NA,NA
