id,origin,birth_year,tbv,inbreeding
L230150,flock,2023,5.630344,0.000000
P24A1,A,2022,7.395511,0.000000
P24A2,A,2022,5.973776,0.000000
P24B3,B,2022,-2.119279,0.000000
L240001,flock,2024,4.035995,0.000000
L240002,flock,2024,4.052993,0.000000
L240003,flock,2024,1.945438,0.000000
L240004,flock,2024,4.907355,0.000000
L240005,flock,2024,3.062124,0.000000
L240006,flock,2024,5.604687,0.000000
L240007,flock,2024,3.188397,0.000000
L240008,flock,2024,6.018566,0.000000
L240009,flock,2024,-2.463275,0.000000
L240010,flock,2024,3.974097,0.000000
L240011,flock,2024,5.715379,0.000000
L240012,flock,2024,2.650090,0.000000
L240013,flock,2024,2.573925,0.000000
L240014,flock,2024,5.084129,0.000000
L240015,flock,2024,0.279820,0.000000
L240016,flock,2024,1.296315,0.000000
L240017,flock,2024,2.726615,0.000000
L240018,flock,2024,2.722458,0.000000
L240019,flock,2024,3.408802,0.000000
L240020,flock,2024,4.594968,0.000000
L240021,flock,2024,2.644541,0.000000
L240022,flock,2024,3.641958,0.000000
L240023,flock,2024,2.829387,0.000000
L240024,flock,2024,6.763132,0.000000
L240025,flock,2024,3.140540,0.000000
L240026,flock,2024,0.301245,0.000000
L240027,flock,2024,4.703999,0.000000
L240028,flock,2024,1.681932,0.000000
L240029,flock,2024,5.489302,0.000000
L240030,flock,2024,5.198516,0.000000
L240031,flock,2024,3.060380,0.000000
L240032,flock,2024,5.399231,0.000000
L240033,flock,2024,2.765122,0.000000
L240034,flock,2024,4.209150,0.000000
L240035,flock,2024,3.695966,0.000000
L240036,flock,2024,1.814573,0.000000
L240037,flock,2024,3.099001,0.000000
L240038,flock,2024,-1.933367,0.000000
L240039,flock,2024,3.420467,0.000000
L240040,flock,2024,4.573807,0.000000
L240041,flock,2024,1.355928,0.000000
L240042,flock,2024,3.615645,0.000000
L240043,flock,2024,-0.279306,0.000000
L240044,flock,2024,3.114895,0.000000
L240045,flock,2024,-2.043917,0.000000
L240046,flock,2024,5.068292,0.000000
L240047,flock,2024,3.720336,0.000000
L240048,flock,2024,3.809988,0.000000
L240049,flock,2024,1.664049,0.000000
L240050,flock,2024,3.813725,0.000000
L240051,flock,2024,4.726229,0.000000
L240052,flock,2024,1.718104,0.000000
L240053,flock,2024,5.001702,0.000000
L240054,flock,2024,2.279165,0.000000
L240055,flock,2024,2.488776,0.000000
L240056,flock,2024,2.323804,0.000000
L240057,flock,2024,2.376793,0.000000
L240058,flock,2024,6.632090,0.000000
L240059,flock,2024,-1.233136,0.000000
L240060,flock,2024,5.961478,0.000000
L240061,flock,2024,5.004029,0.000000
L240062,flock,2024,2.655657,0.000000
L240063,flock,2024,2.739115,0.000000
L240064,flock,2024,2.424891,0.000000
L240065,flock,2024,4.504919,0.000000
L240066,flock,2024,2.304693,0.000000
L240067,flock,2024,5.814424,0.000000
L240068,flock,2024,-1.453304,0.000000
L240069,flock,2024,5.681748,0.000000
L240070,flock,2024,6.754470,0.000000
L240071,flock,2024,4.212480,0.000000
L240072,flock,2024,0.889792,0.000000
L240073,flock,2024,5.110695,0.000000
L240074,flock,2024,6.754171,0.000000
L240075,flock,2024,5.640952,0.000000
L240076,flock,2024,0.621058,0.000000
L240077,flock,2024,2.134885,0.000000
L240078,flock,2024,6.990571,0.000000
L240079,flock,2024,2.575715,0.000000
L240080,flock,2024,2.266126,0.000000
L240081,flock,2024,4.896689,0.000000
L240082,flock,2024,3.712309,0.000000
L240083,flock,2024,5.158578,0.000000
L240084,flock,2024,3.837180,0.000000
L240085,flock,2024,2.970410,0.000000
L240086,flock,2024,4.820107,0.000000
L240087,flock,2024,2.311867,0.000000
L240088,flock,2024,8.750918,0.000000
L240089,flock,2024,1.511153,0.000000
L240090,flock,2024,2.896342,0.000000
L240091,flock,2024,6.810415,0.000000
L240092,flock,2024,1.693346,0.000000
L240093,flock,2024,8.060458,0.000000
L240094,flock,2024,4.478810,0.000000
L240095,flock,2024,6.770261,0.000000
L240096,flock,2024,3.508580,0.000000
L240097,flock,2024,5.332515,0.000000
L240098,flock,2024,3.110948,0.000000
L240099,flock,2024,3.483086,0.000000
L240100,flock,2024,3.816993,0.000000
L240101,flock,2024,7.096632,0.000000
L240102,flock,2024,4.453970,0.000000
L240103,flock,2024,3.356666,0.000000
L240104,flock,2024,5.438312,0.000000
L240105,flock,2024,1.189331,0.000000
L240106,flock,2024,-0.140991,0.000000
L240107,flock,2024,6.156545,0.000000
L240108,flock,2024,5.719474,0.000000
L240109,flock,2024,4.827281,0.000000
L240110,flock,2024,0.142339,0.000000
L240111,flock,2024,-2.350293,0.000000
L240112,flock,2024,0.413835,0.000000
L240113,flock,2024,3.538562,0.000000
L240114,flock,2024,5.824706,0.000000
L240115,flock,2024,5.688646,0.000000
L240116,flock,2024,3.084636,0.000000
L240117,flock,2024,-0.000634,0.000000
L240118,flock,2024,3.109672,0.000000
L240119,flock,2024,0.301864,0.250000
L240120,flock,2024,-0.589062,0.000000
L240121,flock,2024,3.381332,0.000000
L240122,flock,2024,5.540614,0.000000
L240123,flock,2024,3.304746,0.000000
L240124,flock,2024,4.261719,0.000000
L240125,flock,2024,-1.911229,0.000000
L240126,flock,2024,0.662804,0.000000
L240127,flock,2024,0.811499,0.000000
L240128,flock,2024,6.195669,0.000000
L240129,flock,2024,4.655882,0.000000
L240130,flock,2024,6.168586,0.250000
L240131,flock,2024,5.865933,0.250000
L240132,flock,2024,7.904309,0.000000
L240133,flock,2024,5.049725,0.000000
L240134,flock,2024,1.973734,0.250000
L240135,flock,2024,6.176237,0.000000
L240136,flock,2024,4.878336,0.000000
L240137,flock,2024,6.043124,0.000000
L240138,flock,2024,5.301055,0.000000
L240139,flock,2024,4.666224,0.000000
L240140,flock,2024,-0.554515,0.000000
L240141,flock,2024,5.993101,0.000000
L240142,flock,2024,6.207348,0.000000
L240143,flock,2024,2.880729,0.000000
L240144,flock,2024,5.719411,0.000000
L240145,flock,2024,2.413584,0.000000
L240146,flock,2024,3.804573,0.000000
L240147,flock,2024,3.548303,0.000000
L240148,flock,2024,3.794661,0.000000
L240149,flock,2024,2.446761,0.000000
L240150,flock,2024,3.599970,0.000000
